id,date,count
3031,09/12,37
3031,09/13,38
3031,09/14,38
3031,09/15,38
3032,09/09,41
3032,09/10,41
3032,09/11,41
3032,09/12,41
3032,09/13,41
3032,09/14,41
3032,09/15,41
3033,09/09,22
3033,09/10,22
3033,09/11,22
3033,09/12,22
3033,09/13,22
3033,09/14,22
3033,09/15,22
3034,09/09,20
3034,09/10,20
3034,09/11,20
3034,09/12,20
3034,09/13,20
3034,09/14,20
3034,09/15,20
3035,09/09,1
3035,09/10,1
3035,09/11,1
3035,09/12,1
3035,09/13,1
3035,09/14,1
3035,09/15,1
3036,09/09,44
3036,09/10,44
3036,09/11,44
3036,09/12,44
3036,09/13,44
3036,09/14,44
3036,09/15,44
3037,09/09,47
3037,09/10,47
3037,09/11,47
3037,09/12,47
3037,09/13,47
3037,09/14,47
3037,09/15,47
3038,09/09,34
3038,09/10,34
3038,09/11,34
3038,09/12,34
3038,09/13,34
3038,09/14,34
3038,09/15,34
3039,09/09,41
3039,09/10,41
3039,09/11,41
3039,09/12,41
3039,09/13,41
3039,09/14,41
3039,09/15,40
3040,09/09,27
3040,09/10,27
3040,09/11,27
3040,09/12,27
3040,09/13,27
3040,09/14,27
3040,09/15,27
3041,09/09,24
3041,09/10,24
3041,09/11,24
3041,09/12,24
3041,09/13,24
3041,09/14,24
3041,09/15,24
3042,09/09,22
3042,09/10,22
3042,09/11,22
3042,09/12,22
3042,09/13,22
3042,09/14,22
3042,09/15,22
3043,09/09,23
3043,09/10,23
3043,09/11,23
3043,09/12,23
3043,09/13,23
3043,09/14,23
3043,09/15,23
3044,09/09,15
3044,09/10,15
3044,09/11,15
3044,09/12,15
3044,09/13,15
3044,09/14,15
3044,09/15,15
3045,09/09,42
3045,09/10,42
3045,09/11,42
3045,09/12,42
3045,09/13,42
3045,09/14,42
3045,09/15,42
3046,09/09,38
3046,09/10,38
3046,09/11,38
3046,09/12,38
3046,09/13,38
3046,09/14,38
3046,09/15,38
3047,09/09,42
3047,09/10,42
3047,09/11,42
3047,09/12,42
3047,09/13,41
3047,09/14,41
3047,09/15,41
3048,09/09,25
3048,09/10,25
3048,09/11,25
3048,09/12,25
3048,09/13,25
3048,09/14,25
3048,09/15,25
3049,09/09,27
3049,09/10,27
3049,09/11,27
3049,09/12,27
3049,09/13,26
3049,09/14,26
3049,09/15,26
3050,09/09,44
3050,09/10,44
3050,09/11,44
3050,09/12,44
3050,09/13,44
3050,09/14,44
3050,09/15,44
3051,09/09,42
3051,09/10,42
3051,09/11,42
3051,09/12,42
3051,09/13,42
3051,09/14,42
3051,09/15,42
3052,09/09,30
3052,09/10,30
3052,09/11,30
3052,09/12,30
3052,09/13,30
3052,09/14,30
3052,09/15,30
3053,09/09,22
3053,09/10,22
3053,09/11,22
3053,09/12,22
3053,09/13,22
3053,09/14,22
3053,09/15,22
3054,09/09,39
3054,09/10,39
3054,09/11,39
3054,09/12,39
3054,09/13,39
3054,09/14,39
3054,09/15,39
3055,09/09,38
3055,09/10,38
3055,09/11,38
3055,09/12,38
3055,09/13,38
3055,09/14,38
3055,09/15,38
3056,09/09,30
3056,09/10,30
3056,09/11,30
3056,09/12,30
3056,09/13,30
3056,09/14,30
3056,09/15,30
3057,09/09,24
3057,09/10,24
3057,09/11,24
3057,09/12,24
3057,09/13,24
3057,09/14,24
3057,09/15,24
3058,09/09,27
3058,09/10,27
3058,09/11,27
3058,09/12,27
3058,09/13,27
3058,09/14,27
3058,09/15,27
3059,09/09,33
3059,09/10,33
3059,09/11,33
3059,09/12,33
3059,09/13,33
3059,09/14,33
3059,09/15,33
3060,09/09,41
3060,09/10,41
3060,09/11,41
3060,09/12,41
3060,09/13,41
3060,09/14,41
3060,09/15,41
3061,09/09,37
3061,09/10,37
3061,09/11,37
3061,09/12,37
3061,09/13,37
3061,09/14,38
3061,09/15,38
3062,09/09,16
3062,09/10,16
3062,09/11,16
3062,09/12,16
3062,09/13,16
3062,09/14,16
3062,09/15,16
3063,09/09,82
3063,09/10,82
3063,09/11,82
3063,09/12,82
3063,09/13,82
3063,09/14,82
3063,09/15,82
3064,09/09,56
3064,09/10,56
3064,09/11,56
3064,09/12,57
3064,09/13,57
3064,09/14,57
3064,09/15,57
3065,09/09,53
3065,09/10,53
3065,09/11,53
3065,09/12,53
3065,09/13,54
3065,09/14,54
3065,09/15,54
3067,09/09,37
3067,09/10,37
3067,09/11,37
3067,09/12,37
3067,09/13,37
3067,09/14,36
3067,09/15,35
3068,09/09,73
3068,09/10,73
3068,09/11,73
3068,09/12,73
3068,09/13,74
3068,09/14,74
3068,09/15,74
3069,09/09,55
3069,09/10,55
3069,09/11,55
3069,09/12,55
3069,09/13,56
3069,09/14,55
3069,09/15,55
3070,09/09,60
3070,09/10,60
3070,09/11,60
3070,09/12,60
3070,09/13,61
3070,09/14,61
3070,09/15,62
3071,09/09,74
3071,09/10,74
3071,09/11,74
3071,09/12,74
3071,09/13,76
3071,09/14,75
3071,09/15,75
3072,09/09,64
3072,09/10,64
3072,09/11,64
3072,09/12,64
3072,09/13,64
3072,09/14,63
3072,09/15,63
3073,09/09,37
3073,09/10,37
3073,09/11,37
3073,09/12,37
3073,09/13,37
3073,09/14,37
3073,09/15,37
3074,09/09,16
3074,09/10,16
3074,09/11,16
3074,09/12,16
3074,09/13,16
3074,09/14,16
3074,09/15,16
3075,09/09,71
3075,09/10,69
3075,09/11,68
3075,09/12,66
3075,09/13,64
3075,09/14,63
3075,09/15,62
3077,09/09,32
3077,09/10,32
3077,09/11,32
3077,09/12,31
3077,09/13,31
3077,09/14,30
3077,09/15,30
3078,09/09,43
3078,09/10,43
3078,09/11,43
3078,09/12,43
3078,09/13,42
3078,09/14,42
3078,09/15,42
3079,09/09,17
3079,09/10,17
3079,09/11,17
3079,09/12,17
3079,09/13,17
3079,09/14,17
3079,09/15,16
3080,09/09,24
3080,09/10,24
3080,09/11,24
3080,09/12,24
3080,09/13,24
3080,09/14,23
3080,09/15,22
3081,09/09,1
3081,09/10,1
3081,09/11,1
3081,09/12,1
3081,09/13,1
3081,09/14,1
3081,09/15,1
3082,09/09,0
3082,09/10,0
3082,09/11,0
3082,09/12,0
3082,09/13,0
3082,09/14,0
3082,09/15,0
3083,09/09,0
3083,09/10,0
3083,09/11,0
3083,09/12,0
3083,09/13,0
3083,09/14,0
3083,09/15,0
3084,09/09,11
3084,09/10,11
3084,09/11,11
3084,09/12,11
3084,09/13,12
3084,09/14,12
3084,09/15,12
3085,09/09,9
3085,09/10,9
3085,09/11,9
3085,09/12,10
3085,09/13,10
3085,09/14,10
3085,09/15,10
3086,09/09,13
3086,09/10,13
3086,09/11,13
3086,09/12,13
3086,09/13,13
3086,09/14,13
3086,09/15,13
3087,09/09,20
3087,09/10,20
3087,09/11,20
3087,09/12,20
3087,09/13,20
3087,09/14,20
3087,09/15,20
3088,09/09,10
3088,09/10,10
3088,09/11,10
3088,09/12,10
3088,09/13,10
3088,09/14,10
3088,09/15,10
3089,09/09,20
3089,09/10,20
3089,09/11,20
3089,09/12,19
3089,09/13,19
3089,09/14,19
3089,09/15,19
3090,09/09,11
3090,09/10,11
3090,09/11,11
3090,09/12,10
3090,09/13,10
3090,09/14,10
3090,09/15,10
3092,09/09,13
3092,09/10,13
3092,09/11,12
3092,09/12,12
3092,09/13,12
3092,09/14,12
3092,09/15,12
3093,09/09,5
3093,09/10,5
3093,09/11,5
3093,09/12,5
3093,09/13,5
3093,09/14,6
3093,09/15,6
3094,09/09,11
3094,09/10,11
3094,09/11,11
3094,09/12,11
3094,09/13,11
3094,09/14,12
3094,09/15,12
3095,09/09,4
3095,09/10,4
3095,09/11,4
3095,09/12,4
3095,09/13,4
3095,09/14,4
3095,09/15,4
3096,09/09,9
3096,09/10,9
3096,09/11,9
3096,09/12,9
3096,09/13,9
3096,09/14,9
3096,09/15,9
3097,09/09,5
3097,09/10,5
3097,09/11,5
3097,09/12,5
3097,09/13,5
3097,09/14,5
3097,09/15,5
3098,09/09,8
3098,09/10,8
3098,09/11,8
3098,09/12,9
3098,09/13,9
3098,09/14,9
3098,09/15,9
3099,09/09,22
3099,09/10,22
3099,09/11,21
3099,09/12,19
3099,09/13,20
3099,09/14,20
3099,09/15,20
3103,09/09,0
3103,09/10,0
3103,09/11,0
3103,09/12,0
3103,09/13,0
3103,09/14,0
3103,09/15,0
3104,09/09,0
3104,09/10,0
3104,09/11,0
3104,09/12,0
3104,09/13,0
3104,09/14,0
3104,09/15,0
3105,09/09,15
3105,09/10,15
3105,09/11,15
3105,09/12,15
3105,09/13,15
3105,09/14,15
3105,09/15,15
3106,09/09,14
3106,09/10,14
3106,09/11,14
3106,09/12,14
3106,09/13,14
3106,09/14,14
3106,09/15,14
3107,09/09,47
3107,09/10,47
3107,09/11,47
3107,09/12,47
3107,09/13,47
3107,09/14,47
3107,09/15,47
3108,09/09,116
3108,09/10,116
3108,09/11,116
3108,09/12,116
3108,09/13,116
3108,09/14,116
3108,09/15,116
3111,09/09,16
3111,09/10,16
3111,09/11,16
3111,09/12,16
3111,09/13,16
3111,09/14,16
3111,09/15,16
3112,09/09,19
3112,09/10,19
3112,09/11,19
3112,09/12,19
3112,09/13,19
3112,09/14,19
3112,09/15,19
3113,09/09,26
3113,09/10,26
3113,09/11,25
3113,09/12,22
3113,09/13,21
3113,09/14,21
3113,09/15,21
3114,09/09,20
3114,09/10,20
3114,09/11,20
3114,09/12,20
3114,09/13,20
3114,09/14,20
3114,09/15,20
3115,09/09,28
3115,09/10,28
3115,09/11,28
3115,09/12,28
3115,09/13,28
3115,09/14,27
3115,09/15,27
3116,09/09,0
3116,09/10,0
3116,09/11,0
3116,09/12,0
3116,09/13,0
3116,09/14,0
3116,09/15,0
3117,09/09,3
3117,09/10,3
3117,09/11,3
3117,09/12,3
3117,09/13,3
3117,09/14,3
3117,09/15,3
3118,09/09,4
3118,09/10,4
3118,09/11,4
3118,09/12,3
3118,09/13,3
3118,09/14,3
3118,09/15,3
3120,09/09,4
3120,09/10,4
3120,09/11,4
3120,09/12,4
3120,09/13,4
3120,09/14,4
3120,09/15,4
3121,09/09,0
3121,09/10,0
3121,09/11,0
3121,09/12,0
3121,09/13,0
3121,09/14,0
3121,09/15,0
3125,09/09,15
3125,09/10,15
3125,09/11,15
3125,09/12,15
3125,09/13,15
3125,09/14,15
3125,09/15,15
3126,09/09,15
3126,09/10,15
3126,09/11,15
3126,09/12,15
3126,09/13,15
3126,09/14,15
3126,09/15,15
3127,09/09,16
3127,09/10,16
3127,09/11,16
3127,09/12,16
3127,09/13,16
3127,09/14,16
3127,09/15,16
3128,09/09,19
3128,09/10,19
3128,09/11,19
3128,09/12,19
3128,09/13,19
3128,09/14,19
3128,09/15,19
3130,09/09,11
3130,09/10,11
3130,09/11,11
3130,09/12,11
3130,09/13,11
3130,09/14,11
3130,09/15,11
3131,09/09,11
3131,09/10,11
3131,09/11,11
3131,09/12,11
3131,09/13,11
3131,09/14,11
3131,09/15,11
3132,09/09,6
3132,09/10,6
3132,09/11,6
3132,09/12,6
3132,09/13,6
3132,09/14,6
3132,09/15,6
3133,09/09,46
3133,09/10,46
3133,09/11,46
3133,09/12,48
3133,09/13,50
3133,09/14,52
3133,09/15,52
3134,09/09,46
3134,09/10,46
3134,09/11,46
3134,09/12,48
3134,09/13,50
3134,09/14,52
3134,09/15,52
3135,09/09,17
3135,09/10,17
3135,09/11,17
3135,09/12,17
3135,09/13,17
3135,09/14,17
3135,09/15,17
3136,09/09,17
3136,09/10,17
3136,09/11,17
3136,09/12,17
3136,09/13,17
3136,09/14,17
3136,09/15,17
3137,09/09,171
3137,09/10,171
3137,09/11,171
3137,09/12,171
3137,09/13,171
3137,09/14,171
3137,09/15,170
3138,09/09,11
3138,09/10,11
3138,09/11,11
3138,09/12,11
3138,09/13,11
3138,09/14,11
3138,09/15,11
3139,09/09,123
3139,09/10,123
3139,09/11,123
3139,09/12,120
3139,09/13,120
3139,09/14,120
3139,09/15,120
3140,09/09,14
3140,09/10,14
3140,09/11,14
3140,09/12,14
3140,09/13,15
3140,09/14,15
3140,09/15,15
3141,09/09,15
3141,09/10,15
3141,09/11,15
3141,09/12,15
3141,09/13,15
3141,09/14,15
3141,09/15,15
3142,09/09,13
3142,09/10,13
3142,09/11,13
3142,09/12,13
3142,09/13,12
3142,09/14,12
3142,09/15,12
3143,09/09,17
3143,09/10,17
3143,09/11,17
3143,09/12,17
3143,09/13,17
3143,09/14,17
3143,09/15,17
3144,09/09,17
3144,09/10,17
3144,09/11,17
3144,09/12,17
3144,09/13,17
3144,09/14,17
3144,09/15,17
3145,09/09,9
3145,09/10,9
3145,09/11,9
3145,09/12,9
3145,09/13,9
3145,09/14,9
3145,09/15,9
3146,09/09,14
3146,09/10,14
3146,09/11,14
3146,09/12,14
3146,09/13,14
3146,09/14,14
3146,09/15,14
3147,09/09,38
3147,09/10,38
3147,09/11,38
3147,09/12,37
3147,09/13,37
3147,09/14,37
3147,09/15,37
3148,09/09,92
3148,09/10,92
3148,09/11,91
3148,09/12,91
3148,09/13,90
3148,09/14,90
3148,09/15,90
3152,09/09,51
3152,09/10,51
3152,09/11,51
3152,09/12,51
3152,09/13,51
3152,09/14,51
3152,09/15,51
3153,09/09,15
3153,09/10,15
3153,09/11,15
3153,09/12,15
3153,09/13,15
3153,09/14,15
3153,09/15,15
3154,09/09,16
3154,09/10,16
3154,09/11,16
3154,09/12,16
3154,09/13,16
3154,09/14,16
3154,09/15,16
3155,09/09,49
3155,09/10,49
3155,09/11,49
3155,09/12,49
3155,09/13,49
3155,09/14,49
3155,09/15,49
3156,09/09,21
3156,09/10,21
3156,09/11,21
3156,09/12,21
3156,09/13,21
3156,09/14,20
3156,09/15,20
3157,09/09,24
3157,09/10,24
3157,09/11,24
3157,09/12,24
3157,09/13,24
3157,09/14,24
3157,09/15,24
3158,09/09,19
3158,09/10,19
3158,09/11,19
3158,09/12,19
3158,09/13,19
3158,09/14,19
3158,09/15,19
3159,09/09,14
3159,09/10,14
3159,09/11,14
3159,09/12,14
3159,09/13,14
3159,09/14,14
3159,09/15,14
3160,09/09,18
3160,09/10,18
3160,09/11,18
3160,09/12,18
3160,09/13,18
3160,09/14,18
3160,09/15,18
3161,09/09,8
3161,09/10,8
3161,09/11,8
3161,09/12,8
3161,09/13,8
3161,09/14,8
3161,09/15,8
3163,09/09,57
3163,09/10,57
3163,09/11,57
3163,09/12,56
3163,09/13,56
3163,09/14,56
3163,09/15,56
3165,09/09,1
3165,09/10,1
3165,09/11,1
3165,09/12,1
3165,09/13,1
3165,09/14,1
3165,09/15,1
3166,09/09,1
3166,09/10,1
3166,09/11,1
3166,09/12,1
3166,09/13,1
3166,09/14,1
3166,09/15,1
3167,09/09,17
3167,09/10,17
3167,09/11,17
3167,09/12,16
3167,09/13,16
3167,09/14,16
3167,09/15,16
3168,09/09,3
3168,09/10,3
3168,09/11,3
3168,09/12,3
3168,09/13,3
3168,09/14,3
3168,09/15,3
3169,09/09,13
3169,09/10,13
3169,09/11,13
3169,09/12,13
3169,09/13,13
3169,09/14,13
3169,09/15,13
3170,09/09,49
3170,09/10,49
3170,09/11,49
3170,09/12,49
3170,09/13,49
3170,09/14,49
3170,09/15,49
3171,09/09,4
3171,09/10,4
3171,09/11,4
3171,09/12,4
3171,09/13,4
3171,09/14,4
3171,09/15,4
3172,09/09,17
3172,09/10,17
3172,09/11,17
3172,09/12,17
3172,09/13,17
3172,09/14,17
3172,09/15,17
3173,09/09,1
3173,09/10,1
3173,09/11,1
3173,09/12,1
3173,09/13,1
3173,09/14,1
3173,09/15,1
3175,09/09,1
3175,09/10,1
3175,09/11,1
3175,09/12,1
3175,09/13,1
3175,09/14,1
3175,09/15,1
3177,09/09,1
3177,09/10,1
3177,09/11,1
3177,09/12,1
3177,09/13,1
3177,09/14,1
3177,09/15,1
3181,09/09,0
3181,09/10,0
3181,09/11,0
3181,09/12,0
3181,09/13,0
3181,09/14,0
3181,09/15,0
3182,09/09,1
3182,09/10,1
3182,09/11,1
3182,09/12,1
3182,09/13,1
3182,09/14,1
3182,09/15,1
3184,09/09,30
3184,09/10,30
3184,09/11,31
3184,09/12,32
3184,09/13,32
3184,09/14,32
3184,09/15,32
3185,09/09,47
3185,09/10,48
3185,09/11,49
3185,09/12,50
3185,09/13,50
3185,09/14,52
3185,09/15,52
3186,09/09,31
3186,09/10,31
3186,09/11,31
3186,09/12,31
3186,09/13,31
3186,09/14,31
3186,09/15,31
3187,09/09,29
3187,09/10,30
3187,09/11,31
3187,09/12,31
3187,09/13,31
3187,09/14,31
3187,09/15,31
3188,09/09,8
3188,09/10,8
3188,09/11,8
3188,09/12,8
3188,09/13,8
3188,09/14,8
3188,09/15,8
3189,09/09,0
3189,09/10,0
3189,09/11,0
3189,09/12,0
3189,09/13,0
3189,09/14,0
3189,09/15,0
3190,09/09,7
3190,09/10,7
3190,09/11,7
3190,09/12,7
3190,09/13,7
3190,09/14,7
3190,09/15,7
3191,09/09,1
3191,09/10,1
3191,09/11,1
3191,09/12,1
3191,09/13,1
3191,09/14,1
3191,09/15,1
3196,09/09,0
3196,09/10,0
3196,09/11,0
3196,09/12,0
3196,09/13,0
3196,09/14,0
3196,09/15,0
3198,09/09,31
3198,09/10,31
3198,09/11,31
3198,09/12,34
3198,09/13,38
3198,09/14,40
3198,09/15,40
3199,09/09,25
3199,09/10,25
3199,09/11,26
3199,09/12,26
3199,09/13,27
3199,09/14,29
3199,09/15,29
3200,09/09,19
3200,09/10,19
3200,09/11,19
3200,09/12,19
3200,09/13,19
3200,09/14,19
3200,09/15,19
3201,09/09,15
3201,09/10,15
3201,09/11,15
3201,09/12,15
3201,09/13,15
3201,09/14,15
3201,09/15,15
3202,09/09,29
3202,09/10,29
3202,09/11,29
3202,09/12,29
3202,09/13,29
3202,09/14,29
3202,09/15,29
3203,09/09,41
3203,09/10,41
3203,09/11,41
3203,09/12,41
3203,09/13,41
3203,09/14,41
3203,09/15,41
3204,09/09,14
3204,09/10,14
3204,09/11,14
3204,09/12,14
3204,09/13,14
3204,09/14,14
3204,09/15,14
3205,09/09,16
3205,09/10,16
3205,09/11,16
3205,09/12,16
3205,09/13,16
3205,09/14,16
3205,09/15,16
3206,09/09,26
3206,09/10,26
3206,09/11,26
3206,09/12,26
3206,09/13,26
3206,09/14,26
3206,09/15,26
3207,09/09,50
3207,09/10,50
3207,09/11,50
3207,09/12,50
3207,09/13,50
3207,09/14,49
3207,09/15,49
3208,09/09,28
3208,09/10,28
3208,09/11,28
3208,09/12,27
3208,09/13,27
3208,09/14,27
3208,09/15,27
3211,09/09,7
3211,09/10,7
3211,09/11,7
3211,09/12,7
3211,09/13,7
3211,09/14,7
3211,09/15,7
3212,09/09,8
3212,09/10,8
3212,09/11,8
3212,09/12,8
3212,09/13,8
3212,09/14,8
3212,09/15,8
3213,09/09,1
3213,09/10,1
3213,09/11,1
3213,09/12,1
3213,09/13,1
3213,09/14,1
3213,09/15,1
3214,09/09,20
3214,09/10,20
3214,09/11,20
3214,09/12,20
3214,09/13,20
3214,09/14,19
3214,09/15,19
3215,09/09,1
3215,09/10,1
3215,09/11,1
3215,09/12,2
3215,09/13,3
3215,09/14,3
3215,09/15,3
3216,09/09,4
3216,09/10,4
3216,09/11,4
3216,09/12,4
3216,09/13,4
3216,09/14,4
3216,09/15,4
3217,09/09,1
3217,09/10,1
3217,09/11,1
3217,09/12,2
3217,09/13,3
3217,09/14,3
3217,09/15,3
3219,09/09,4
3219,09/10,4
3219,09/11,4
3219,09/12,4
3219,09/13,4
3219,09/14,4
3219,09/15,4
3220,09/09,2
3220,09/10,2
3220,09/11,2
3220,09/12,3
3220,09/13,3
3220,09/14,3
3220,09/15,3
3221,09/09,5
3221,09/10,5
3221,09/11,5
3221,09/12,5
3221,09/13,5
3221,09/14,5
3221,09/15,5
3222,09/09,3
3222,09/10,3
3222,09/11,3
3222,09/12,3
3222,09/13,3
3222,09/14,3
3222,09/15,3
3223,09/09,0
3223,09/10,0
3223,09/11,0
3223,09/12,0
3223,09/13,0
3223,09/14,0
3223,09/15,0
3225,09/09,0
3225,09/10,0
3225,09/11,0
3225,09/12,0
3225,09/13,0
3225,09/14,0
3225,09/15,0
3226,09/09,11
3226,09/10,11
3226,09/11,10
3226,09/12,10
3226,09/13,10
3226,09/14,10
3226,09/15,10
3227,09/09,0
3227,09/10,0
3227,09/11,0
3227,09/12,0
3227,09/13,0
3227,09/14,0
3227,09/15,0
3228,09/09,20
3228,09/10,20
3228,09/11,20
3228,09/12,19
3228,09/13,17
3228,09/14,17
3228,09/15,16
3229,09/09,0
3229,09/10,0
3229,09/11,0
3229,09/12,0
3229,09/13,0
3229,09/14,0
3229,09/15,0
3230,09/09,23
3230,09/10,23
3230,09/11,23
3230,09/12,23
3230,09/13,23
3230,09/14,23
3230,09/15,23
3231,09/09,5
3231,09/10,5
3231,09/11,5
3231,09/12,4
3231,09/13,4
3231,09/14,4
3231,09/15,4
3232,09/09,26
3232,09/10,26
3232,09/11,26
3232,09/12,27
3232,09/13,27
3232,09/14,27
3232,09/15,27
3233,09/09,4
3233,09/10,4
3233,09/11,4
3233,09/12,4
3233,09/13,4
3233,09/14,4
3233,09/15,4
3234,09/09,17
3234,09/10,17
3234,09/11,17
3234,09/12,17
3234,09/13,17
3234,09/14,17
3234,09/15,17
3235,09/09,8
3235,09/10,8
3235,09/11,8
3235,09/12,8
3235,09/13,9
3235,09/14,10
3235,09/15,10
3236,09/09,9
3236,09/10,9
3236,09/11,9
3236,09/12,9
3236,09/13,9
3236,09/14,9
3236,09/15,9
3237,09/09,26
3237,09/10,26
3237,09/11,26
3237,09/12,27
3237,09/13,27
3237,09/14,28
3237,09/15,28
3238,09/09,5
3238,09/10,5
3238,09/11,5
3238,09/12,5
3238,09/13,5
3238,09/14,5
3238,09/15,5
3239,09/09,17
3239,09/10,17
3239,09/11,17
3239,09/12,17
3239,09/13,17
3239,09/14,17
3239,09/15,17
3240,09/09,8
3240,09/10,8
3240,09/11,8
3240,09/12,8
3240,09/13,9
3240,09/14,10
3240,09/15,10
3241,09/09,9
3241,09/10,9
3241,09/11,9
3241,09/12,9
3241,09/13,9
3241,09/14,9
3241,09/15,9
3242,09/09,2
3242,09/10,2
3242,09/11,2
3242,09/12,2
3242,09/13,2
3242,09/14,2
3242,09/15,2
3243,09/09,4
3243,09/10,4
3243,09/11,4
3243,09/12,4
3243,09/13,4
3243,09/14,5
3243,09/15,4
3244,09/09,3
3244,09/10,3
3244,09/11,3
3244,09/12,3
3244,09/13,3
3244,09/14,4
3244,09/15,3
3245,09/09,12
3245,09/10,12
3245,09/11,12
3245,09/12,12
3245,09/13,12
3245,09/14,12
3245,09/15,12
3246,09/09,19
3246,09/10,19
3246,09/11,19
3246,09/12,19
3246,09/13,19
3246,09/14,19
3246,09/15,19
3247,09/09,19
3247,09/10,19
3247,09/11,19
3247,09/12,18
3247,09/13,17
3247,09/14,17
3247,09/15,17
3248,09/09,0
3248,09/10,0
3248,09/11,0
3248,09/12,0
3248,09/13,0
3248,09/14,0
3248,09/15,0
3249,09/09,16
3249,09/10,16
3249,09/11,16
3249,09/12,16
3249,09/13,16
3249,09/14,16
3249,09/15,16
3250,09/09,70
3250,09/10,70
3250,09/11,70
3250,09/12,70
3250,09/13,70
3250,09/14,70
3250,09/15,70
3251,09/09,74
3251,09/10,74
3251,09/11,74
3251,09/12,74
3251,09/13,74
3251,09/14,74
3251,09/15,74
3252,09/09,66
3252,09/10,66
3252,09/11,66
3252,09/12,66
3252,09/13,66
3252,09/14,66
3252,09/15,66
3253,09/09,69
3253,09/10,69
3253,09/11,69
3253,09/12,69
3253,09/13,69
3253,09/14,69
3253,09/15,69
3254,09/09,70
3254,09/10,70
3254,09/11,70
3254,09/12,70
3254,09/13,70
3254,09/14,70
3254,09/15,70
3255,09/09,54
3255,09/10,54
3255,09/11,54
3255,09/12,54
3255,09/13,54
3255,09/14,54
3255,09/15,54
3256,09/09,1
3256,09/10,1
3256,09/11,1
3256,09/12,1
3256,09/13,1
3256,09/14,1
3256,09/15,1
3257,09/09,69
3257,09/10,69
3257,09/11,69
3257,09/12,69
3257,09/13,69
3257,09/14,69
3257,09/15,69
3258,09/09,70
3258,09/10,70
3258,09/11,70
3258,09/12,70
3258,09/13,70
3258,09/14,70
3258,09/15,70
3259,09/09,66
3259,09/10,66
3259,09/11,66
3259,09/12,66
3259,09/13,66
3259,09/14,66
3259,09/15,66
3260,09/09,70
3260,09/10,70
3260,09/11,70
3260,09/12,70
3260,09/13,70
3260,09/14,70
3260,09/15,70
3261,09/09,68
3261,09/10,68
3261,09/11,68
3261,09/12,68
3261,09/13,68
3261,09/14,68
3261,09/15,68
3262,09/09,54
3262,09/10,54
3262,09/11,54
3262,09/12,54
3262,09/13,54
3262,09/14,54
3262,09/15,54
3263,09/09,0
3263,09/10,0
3263,09/11,0
3263,09/12,0
3263,09/13,0
3263,09/14,0
3263,09/15,0
3264,09/09,68
3264,09/10,68
3264,09/11,68
3264,09/12,68
3264,09/13,68
3264,09/14,68
3264,09/15,68
3265,09/09,70
3265,09/10,70
3265,09/11,70
3265,09/12,70
3265,09/13,70
3265,09/14,70
3265,09/15,70
3266,09/09,69
3266,09/10,69
3266,09/11,69
3266,09/12,69
3266,09/13,69
3266,09/14,69
3266,09/15,69
3267,09/09,70
3267,09/10,70
3267,09/11,70
3267,09/12,70
3267,09/13,70
3267,09/14,70
3267,09/15,70
3268,09/09,66
3268,09/10,66
3268,09/11,66
3268,09/12,66
3268,09/13,66
3268,09/14,66
3268,09/15,66
3269,09/09,54
3269,09/10,54
3269,09/11,54
3269,09/12,54
3269,09/13,54
3269,09/14,54
3269,09/15,54
3270,09/09,0
3270,09/10,0
3270,09/11,0
3270,09/12,0
3270,09/13,0
3270,09/14,0
3270,09/15,0
3271,09/09,68
3271,09/10,68
3271,09/11,68
3271,09/12,68
3271,09/13,68
3271,09/14,68
3271,09/15,68
3272,09/09,66
3272,09/10,66
3272,09/11,66
3272,09/12,66
3272,09/13,66
3272,09/14,66
3272,09/15,66
3273,09/09,70
3273,09/10,70
3273,09/11,70
3273,09/12,70
3273,09/13,70
3273,09/14,70
3273,09/15,70
3274,09/09,69
3274,09/10,69
3274,09/11,69
3274,09/12,69
3274,09/13,69
3274,09/14,69
3274,09/15,69
3275,09/09,70
3275,09/10,70
3275,09/11,70
3275,09/12,70
3275,09/13,70
3275,09/14,70
3275,09/15,70
3276,09/09,54
3276,09/10,54
3276,09/11,54
3276,09/12,54
3276,09/13,54
3276,09/14,54
3276,09/15,54
3277,09/09,68
3277,09/10,68
3277,09/11,68
3277,09/12,68
3277,09/13,68
3277,09/14,68
3277,09/15,68
3278,09/09,66
3278,09/10,66
3278,09/11,66
3278,09/12,66
3278,09/13,66
3278,09/14,66
3278,09/15,66
3279,09/09,70
3279,09/10,70
3279,09/11,70
3279,09/12,70
3279,09/13,70
3279,09/14,70
3279,09/15,70
3280,09/09,70
3280,09/10,70
3280,09/11,70
3280,09/12,70
3280,09/13,70
3280,09/14,70
3280,09/15,70
3281,09/09,69
3281,09/10,69
3281,09/11,69
3281,09/12,69
3281,09/13,69
3281,09/14,69
3281,09/15,69
3282,09/09,56
3282,09/10,56
3282,09/11,56
3282,09/12,56
3282,09/13,56
3282,09/14,56
3282,09/15,56
3283,09/09,66
3283,09/10,66
3283,09/11,66
3283,09/12,66
3283,09/13,66
3283,09/14,66
3283,09/15,66
3284,09/09,70
3284,09/10,70
3284,09/11,70
3284,09/12,70
3284,09/13,71
3284,09/14,71
3284,09/15,71
3285,09/09,68
3285,09/10,68
3285,09/11,68
3285,09/12,68
3285,09/13,68
3285,09/14,68
3285,09/15,68
3286,09/09,69
3286,09/10,69
3286,09/11,69
